,Player,PF,Yds,Tot Yds & TO_Ply,Tot Yds & TO_Y/P,Tot Yds & TO_TO,FL,1stD,Passing_Cmp,Passing_Att,Passing_Yds,Passing_TD,Passing_Int,Passing_NY/A,Passing_1stD,Rushing_Att,Rushing_Yds,Rushing_TD,Rushing_Y/A,Rushing_1stD,Penalties_Pen,Penalties_Yds,Penalties_1stPy,season,team,#Dr,Sc%,TO%,Average Drive_Start,Average Drive_Time,Average Drive_Plays,Average Drive_Yds,Average Drive_Pts
131,Team Stats,258,4280,960.0,4.5,40,18,238,255.0,464,2694,15,22,5.3,133.0,452,1586,11,3.5,82.0,94.0,785.0,23.0,2002,car,211.0,19.4,17.5,Own 32.1,2:13,4.67,20.1,1.08
132,Team Stats,325,5141,1008.0,5.1,31,15,284,270.0,460,3050,19,16,6.3,146.0,522,2091,9,4.0,114.0,116.0,966.0,24.0,2003,car,195.0,30.8,14.9,Own 31.7,2:33,5.36,26.3,1.5
133,Team Stats,355,5225,991.0,5.3,26,11,308,311.0,536,3643,29,15,6.4,192.0,422,1582,10,3.7,85.0,123.0,1020.0,31.0,2004,car,182.0,32.4,12.6,Own 31.8,2:38,5.58,28.6,1.83
134,Team Stats,391,4950,964.0,5.1,26,10,278,269.0,449,3271,25,16,6.9,157.0,487,1679,17,3.4,82.0,91.0,732.0,39.0,2005,car,190.0,35.8,12.6,Own 33.0,2:36,5.25,26.1,1.96
135,Team Stats,270,4923,994.0,5.0,27,10,278,325.0,539,3264,19,17,5.7,158.0,423,1659,7,3.9,100.0,103.0,744.0,20.0,2006,car,197.0,25.4,12.7,Own 27.1,2:28,5.18,25.0,1.29
136,Team Stats,267,4559,989.0,4.6,29,12,255,285.0,505,2735,19,17,5.1,142.0,451,1824,7,4.0,85.0,95.0,801.0,28.0,2007,car,189.0,26.5,13.8,Own 28.7,2:26,5.38,23.9,1.34
137,Team Stats,414,5595,938.0,6.0,19,7,287,246.0,414,3158,15,12,7.3,152.0,504,2437,30,4.8,118.0,94.0,637.0,17.0,2008,car,192.0,38.0,9.9,Own 31.8,2:27,5.05,29.2,2.08
138,Team Stats,315,5297,1023.0,5.2,31,11,289,264.0,465,2799,16,20,5.6,152.0,525,2498,18,4.8,123.0,88.0,698.0,14.0,2009,car,193.0,29.0,15.0,Own 28.2,2:30,5.45,27.4,1.58
139,Team Stats,196,4135,962.0,4.3,37,16,225,256.0,484,2289,9,21,4.3,125.0,428,1846,7,4.3,78.0,106.0,918.0,22.0,2010,car,197.0,20.8,17.8,Own 28.7,2:14,5.03,20.7,0.95
140,Team Stats,406,6237,999.0,6.2,23,6,345,312.0,519,3829,21,17,6.9,175.0,445,2408,26,5.4,139.0,113.0,1013.0,31.0,2011,car,179.0,38.5,12.8,Own 27.9,2:42,5.74,34.8,2.21
141,Team Stats,357,5771,988.0,5.8,22,10,328,284.0,490,3683,19,12,7.0,171.0,462,2088,21,4.5,123.0,98.0,835.0,34.0,2012,car,175.0,32.6,10.3,Own 25.8,2:44,5.77,32.9,1.91
142,Team Stats,366,5069,999.0,5.1,19,6,319,292.0,473,3043,24,13,5.9,169.0,483,2026,14,4.2,122.0,80.0,671.0,28.0,2013,car,170.0,36.5,9.4,Own 29.4,3:00,6.04,29.8,1.99
143,Team Stats,339,5547,1060.0,5.2,23,11,347,327.0,545,3511,23,12,6.0,199.0,473,2036,10,4.3,117.0,83.0,756.0,31.0,2014,car,178.0,34.8,11.8,Own 27.7,2:54,6.15,31.0,1.79
144,Team Stats,500,5871,1060.0,5.5,19,9,357,300.0,501,3589,35,10,6.7,197.0,526,2282,19,4.3,136.0,103.0,887.0,24.0,2015,car,198.0,42.9,9.6,Own 30.7,2:35,5.54,29.9,2.4
145,Team Stats,369,5499,1052.0,5.2,29,10,318,306.0,563,3685,21,19,6.2,194.0,453,1814,16,4.0,99.0,98.0,835.0,25.0,2016,car,193.0,34.7,14.0,Own 30.4,2:33,5.64,28.5,1.81
146,Team Stats,363,5179,1026.0,5.0,22,6,320,293.0,501,3077,22,16,5.7,167.0,490,2102,15,4.3,121.0,83.0,682.0,32.0,2017,car,179.0,37.4,11.7,Own 30.0,2:53,5.92,28.8,1.97
147,Team Stats,376,5972,1011.0,5.9,22,6,356,378.0,563,3836,28,16,6.4,212.0,416,2136,17,5.1,117.0,92.0,818.0,27.0,2018,car,173.0,37.0,12.1,Own 28.2,2:51,5.97,34.5,2.15
148,Team Stats,340,5469,1077.0,5.1,35,14,335,382.0,633,3650,17,21,5.3,230.0,386,1819,20,4.7,82.0,87.0,754.0,23.0,2019,car,192.0,32.3,16.7,Own 29.0,2:25,5.77,28.5,1.74
149,Team Stats,350,5592,993.0,5.6,21,5,335,373.0,550,3888,16,16,6.6,192.0,407,1704,19,4.2,110.0,95.0,752.0,33.0,2020,car,159.0,40.3,13.2,Own 28.5,3:07,6.47,35.1,2.09
150,Team Stats,304,5081,1106.0,4.6,29,8,322,348.0,599,3239,14,21,5.0,174.0,455,1842,17,4.0,118.0,107.0,864.0,30.0,2021,car,195.0,29.2,14.9,Own 28.3,2:41,5.82,26.0,1.51
151,Team Stats,347,5206,976.0,5.3,21,8,281,267.0,457,2996,16,13,6.1,138.0,483,2210,16,4.6,119.0,104.0,862.0,24.0,2022,car,187.0,35.3,9.6,Own 28.4,2:36,5.4,27.9,1.76
152,Team Stats,236,4510,1096.0,4.1,20,10,297,350.0,586,2741,13,10,4.2,150.0,445,1769,7,4.0,111.0,103.0,845.0,36.0,2023,car,180.0,25.0,11.1,Own 25.6,2:56,6.26,25.1,1.19
153,Team Stats,341,5066,993.0,5.1,22,7,293,341.0,547,3188,22,15,5.5,168.0,410,1878,18,4.6,99.0,118.0,947.0,26.0,2024,car,186.0,33.3,11.8,Own 30.3,2:34,5.48,27.2,1.86
154,Team Stats,194,3465,697.0,5.0,42,10,183,146.0,324,1826,13,32,5.6,90.0,373,1639,11,4.4,83.0,83.0,707.0,10.0,1960,chi,,,,,,,,
155,Team Stats,326,4562,785.0,5.8,38,14,239,186.0,349,2672,26,24,7.7,113.0,436,1890,16,4.3,103.0,81.0,720.0,23.0,1961,chi,,,,,,,,
156,Team Stats,321,4549,816.0,5.6,44,16,228,229.0,430,3060,20,28,7.1,128.0,386,1489,17,3.9,88.0,69.0,776.0,12.0,1962,chi,,,,,,,,
157,Team Stats,301,4172,911.0,4.6,25,11,257,221.0,404,2493,18,14,5.9,117.0,487,1679,15,3.4,108.0,92.0,804.0,32.0,1963,chi,,,,,,,,
158,Team Stats,260,4007,880.0,4.6,33,12,248,282.0,494,2841,25,21,5.4,141.0,356,1166,5,3.3,83.0,96.0,817.0,24.0,1964,chi,,,,,,,,
159,Team Stats,409,4897,870.0,5.6,28,16,257,201.0,361,2766,22,12,7.1,110.0,479,2131,27,4.4,132.0,96.0,826.0,15.0,1965,chi,,,,,,,,
160,Team Stats,234,3699,830.0,4.5,35,12,196,159.0,338,1772,10,23,4.8,85.0,463,1927,12,4.2,96.0,80.0,714.0,15.0,1966,chi,,,,,,,,
161,Team Stats,239,3293,784.0,4.2,32,14,175,131.0,268,1441,9,18,4.9,62.0,489,1852,12,3.8,98.0,98.0,953.0,15.0,1967,chi,,,,,,,,
162,Team Stats,250,4058,867.0,4.7,37,16,219,158.0,343,1681,10,21,4.6,78.0,500,2377,14,4.8,121.0,113.0,1194.0,20.0,1968,chi,,,,,,,,
163,Team Stats,210,3568,901.0,4.0,38,17,237,193.0,384,1490,11,21,3.4,97.0,462,2078,14,4.5,120.0,89.0,940.0,20.0,1969,chi,,,,,,,,
164,Team Stats,256,3265,808.0,4.0,35,13,179,210.0,422,2173,21,22,4.8,104.0,353,1092,3,3.1,55.0,94.0,853.0,20.0,1970,chi,,,,,,,,
165,Team Stats,185,3336,857.0,3.9,46,18,189,186.0,443,1902,12,28,3.9,99.0,365,1434,6,3.9,75.0,78.0,746.0,15.0,1971,chi,,,,,,,,
166,Team Stats,225,3468,773.0,4.5,35,22,190,78.0,205,1108,9,13,4.7,54.0,536,2360,15,4.4,124.0,74.0,574.0,12.0,1972,chi,,,,,,,,
167,Team Stats,195,3129,848.0,3.7,42,26,193,136.0,303,1222,8,16,3.5,77.0,496,1907,11,3.8,97.0,86.0,817.0,19.0,1973,chi,,,,,,,,
168,Team Stats,152,3200,866.0,3.7,37,15,203,185.0,396,1720,8,22,4.0,96.0,434,1480,10,3.4,92.0,88.0,679.0,15.0,1974,chi,,,,,,,,
169,Team Stats,191,3492,829.0,4.2,40,17,190,191.0,356,1839,9,23,4.7,99.0,441,1653,11,3.7,74.0,100.0,881.0,17.0,1975,chi,,,,,,,,
170,Team Stats,253,3843,880.0,4.4,28,13,201,123.0,278,1480,9,15,4.9,67.0,578,2363,20,4.1,115.0,114.0,984.0,19.0,1976,chi,,,,,,,,
171,Team Stats,255,4655,930.0,5.0,35,17,247,161.0,305,1844,11,18,5.6,94.0,599,2811,18,4.7,141.0,97.0,852.0,12.0,1977,chi,,,,,,,,
172,Team Stats,253,4459,1020.0,4.4,36,8,262,186.0,352,1933,7,28,5.0,99.0,634,2526,19,4.0,136.0,101.0,958.0,27.0,1978,chi,,,,,,,,
173,Team Stats,306,4637,1031.0,4.5,29,13,262,195.0,373,2151,16,16,5.3,98.0,627,2486,17,4.0,140.0,100.0,816.0,24.0,1979,chi,,,,,,,,
174,Team Stats,304,4835,1016.0,4.8,39,14,286,209.0,404,2395,13,25,5.5,121.0,579,2440,22,4.2,139.0,100.0,842.0,26.0,1980,chi,,,,,,,,
175,Team Stats,253,4633,1132.0,4.1,40,17,278,222.0,489,2462,14,23,4.7,126.0,608,2171,13,3.6,126.0,121.0,996.0,26.0,1981,chi,,,,,,,,
176,Team Stats,141,2493,571.0,4.4,19,8,153,141.0,262,1505,10,11,5.1,83.0,276,988,5,3.6,56.0,58.0,422.0,14.0,1982,chi,,,,,,,,
177,Team Stats,311,5830,1083.0,5.4,36,14,308,255.0,447,3103,21,22,6.2,136.0,583,2727,14,4.7,154.0,107.0,869.0,18.0,1983,chi,,,,,,,,
178,Team Stats,325,5437,1100.0,4.9,31,16,297,226.0,390,2463,14,15,5.8,115.0,674,2974,22,4.4,164.0,114.0,851.0,18.0,1984,chi,,,,,,,,
179,Team Stats,456,5837,1085.0,5.4,31,15,343,237.0,432,3076,17,16,6.5,145.0,610,2761,27,4.5,176.0,104.0,912.0,22.0,1985,chi,,,,,,,,
180,Team Stats,352,5459,1045.0,5.2,47,22,305,208.0,415,2759,12,25,6.3,118.0,606,2700,21,4.5,166.0,98.0,765.0,21.0,1986,chi,,,,,,,,
181,Team Stats,356,5044,1026.0,4.9,44,20,319,272.0,493,3090,23,24,5.7,156.0,485,1954,13,4.0,121.0,103.0,821.0,42.0,1987,chi,,,,,,,,
182,Team Stats,312,5317,1040.0,5.1,34,19,303,248.0,461,2998,13,15,6.2,134.0,555,2319,25,4.2,137.0,88.0,644.0,32.0,1988,chi,,,,,,,,
183,Team Stats,358,5375,1028.0,5.2,42,17,302,267.0,484,3088,21,25,6.0,147.0,516,2287,22,4.4,136.0,95.0,846.0,19.0,1989,chi,,,,,,,,
184,Team Stats,348,4980,1024.0,4.9,26,14,295,229.0,430,2544,14,12,5.4,134.0,551,2436,22,4.4,142.0,75.0,615.0,19.0,1990,chi,,,,,,,,
185,Team Stats,299,5069,1025.0,4.9,33,16,317,286.0,497,3120,16,17,6.0,168.0,502,1949,18,3.9,120.0,80.0,662.0,29.0,1991,chi,,,,,,,,
186,Team Stats,295,4941,951.0,5.2,34,10,282,266.0,479,3070,17,24,5.9,157.0,427,1871,15,4.4,101.0,93.0,776.0,24.0,1992,chi,,,,,,,,
187,Team Stats,234,3717,913.0,4.1,30,14,226,230.0,388,2040,7,16,4.7,113.0,477,1677,10,3.5,98.0,68.0,587.0,15.0,1993,chi,,,,,,,,
188,Team Stats,271,4679,1014.0,4.6,26,10,274,308.0,502,3091,19,16,5.9,165.0,487,1588,10,3.3,88.0,65.0,503.0,21.0,1994,chi,,,,,,,,
189,Team Stats,392,5673,1030.0,5.5,26,16,340,315.0,523,3743,29,10,7.0,201.0,492,1930,15,3.9,116.0,71.0,601.0,23.0,1995,chi,,,,,,,,
190,Team Stats,283,4905,1046.0,4.7,27,9,300,318.0,551,3185,19,18,5.5,176.0,472,1720,9,3.6,104.0,103.0,808.0,20.0,1996,chi,,,,,,,,
191,Team Stats,263,4990,1128.0,4.4,41,19,305,336.0,595,3244,14,22,5.1,188.0,490,1746,14,3.6,94.0,107.0,867.0,23.0,1997,chi,,,,,,,,
192,Team Stats,276,4766,979.0,4.9,34,21,264,284.0,494,3053,16,13,5.8,154.0,454,1713,9,3.8,89.0,86.0,714.0,21.0,1998,chi,,,,,,,,
193,Team Stats,272,5523,1118.0,4.9,37,15,302,404.0,684,4136,25,22,5.7,203.0,396,1387,4,3.5,82.0,117.0,915.0,17.0,1999,chi,205.0,23.4,17.6,Own 32.5,2:19,5.62,26.7,1.27
194,Team Stats,216,4541,993.0,4.6,29,13,239,304.0,542,2805,12,16,4.9,143.0,417,1736,6,4.2,89.0,90.0,696.0,7.0,2000,chi,194.0,20.1,14.4,Own 29.0,2:21,5.26,23.3,0.97
195,Team Stats,338,4694,1020.0,4.6,24,8,277,315.0,528,2952,20,16,5.4,153.0,475,1742,12,3.7,100.0,63.0,622.0,24.0,2001,chi,195.0,29.7,11.3,Own 33.4,2:31,5.39,23.9,1.55
196,Team Stats,281,4395,969.0,4.5,35,17,260,310.0,543,3051,22,18,5.2,156.0,382,1344,8,3.5,79.0,95.0,864.0,25.0,2002,chi,199.0,26.1,16.1,Own 30.9,2:15,5.02,21.9,1.39
197,Team Stats,283,4380,1001.0,4.4,29,9,264,271.0,515,2617,12,20,4.7,143.0,443,1763,13,4.0,104.0,92.0,806.0,17.0,2003,chi,186.0,27.4,14.5,Own 33.0,2:33,5.59,23.4,1.36
198,Team Stats,231,3816,967.0,3.9,37,21,230,249.0,471,2192,9,16,4.1,121.0,430,1624,10,3.8,84.0,124.0,956.0,25.0,2004,chi,207.0,16.4,16.4,Own 32.3,2:12,4.79,18.3,0.86
199,Team Stats,260,4101,937.0,4.4,28,13,233,219.0,418,2002,11,15,4.5,111.0,488,2099,11,4.3,99.0,105.0,850.0,23.0,2005,chi,195.0,22.6,12.8,Own 33.8,2:22,4.97,21.0,1.13
200,Team Stats,427,5199,1042.0,5.0,36,14,300,282.0,514,3281,24,22,6.1,161.0,503,1918,14,3.8,103.0,112.0,923.0,36.0,2006,chi,201.0,34.8,15.9,Own 32.6,2:28,5.36,25.8,1.8
201,Team Stats,334,4692,1035.0,4.5,34,13,266,327.0,569,3362,18,21,5.5,168.0,423,1330,8,3.1,74.0,111.0,839.0,24.0,2007,chi,205.0,27.8,15.1,Own 34.5,2:13,5.22,22.8,1.34
202,Team Stats,375,4734,991.0,4.8,27,13,264,304.0,528,3061,20,14,5.5,153.0,434,1673,15,3.9,98.0,78.0,610.0,13.0,2008,chi,203.0,30.5,11.3,Own 33.4,2:15,5.03,23.3,1.63
203,Team Stats,327,4965,971.0,5.1,34,7,262,340.0,563,3473,27,27,5.8,170.0,373,1492,6,4.0,71.0,100.0,836.0,21.0,2009,chi,193.0,29.5,16.6,Own 32.4,2:22,5.18,25.7,1.57
204,Team Stats,334,4631,936.0,4.9,31,10,263,276.0,466,3015,23,21,5.8,163.0,414,1616,10,3.9,76.0,91.0,768.0,24.0,2010,chi,198.0,29.3,15.7,Own 33.7,2:23,4.88,23.4,1.55
205,Team Stats,353,5026,978.0,5.1,29,9,271,268.0,473,3011,18,20,5.8,153.0,456,2015,10,4.4,97.0,104.0,800.0,21.0,2011,chi,199.0,28.6,14.6,Own 27.0,2:27,5.08,25.2,1.44
206,Team Stats,375,4969,999.0,5.0,24,8,292,287.0,485,2999,21,16,5.7,163.0,470,1970,11,4.2,99.0,102.0,811.0,30.0,2012,chi,195.0,30.3,11.8,Own 31.1,2:37,5.29,25.4,1.56
207,Team Stats,445,6109,1013.0,6.0,23,10,344,373.0,579,4281,32,13,7.0,215.0,404,1828,13,4.5,102.0,85.0,708.0,27.0,2013,chi,182.0,39.0,12.1,Own 28.5,2:44,5.73,33.5,2.16
208,Team Stats,319,5233,1005.0,5.2,29,10,322,396.0,609,3792,30,19,5.8,194.0,355,1441,8,4.1,91.0,113.0,997.0,37.0,2014,chi,180.0,27.8,16.1,Own 25.9,2:41,5.67,29.0,1.68
209,Team Stats,335,5514,1025.0,5.4,21,9,312,334.0,523,3660,21,12,6.6,177.0,468,1854,13,4.0,108.0,99.0,909.0,27.0,2015,chi,179.0,37.4,11.2,Own 29.4,2:49,5.94,30.7,1.88
210,Team Stats,279,5704,967.0,5.9,31,12,324,347.0,559,3969,19,19,6.8,212.0,380,1735,10,4.6,93.0,110.0,967.0,19.0,2016,chi,172.0,27.3,17.4,Own 25.5,2:37,5.76,33.0,1.49
211,Team Stats,264,4599,934.0,4.9,22,10,266,291.0,473,2811,13,12,5.5,144.0,422,1788,13,4.2,92.0,115.0,943.0,30.0,2017,chi,174.0,24.1,12.1,Own 27.1,2:41,5.52,26.3,1.32
212,Team Stats,421,5502,1013.0,5.4,24,10,331,344.0,512,3564,28,14,6.5,177.0,468,1938,16,4.1,108.0,97.0,796.0,46.0,2018,chi,182.0,36.8,13.2,Own 30.4,2:51,5.76,30.1,2.07
213,Team Stats,280,4749,1020.0,4.7,19,7,297,371.0,580,3291,20,12,5.3,178.0,395,1458,8,3.7,85.0,103.0,838.0,34.0,2019,chi,175.0,29.1,10.3,Own 28.5,2:46,5.99,27.2,1.51
214,Team Stats,372,5302,1043.0,5.1,22,6,335,402.0,614,3655,26,16,5.6,218.0,393,1647,12,4.2,93.0,88.0,777.0,24.0,2020,chi,175.0,38.9,12.0,Own 30.5,2:47,6.14,30.3,2.03
215,Team Stats,311,5225,1075.0,4.9,29,9,333,332.0,542,3207,16,20,5.3,180.0,475,2018,14,4.2,119.0,106.0,919.0,34.0,2021,chi,178.0,31.5,15.2,Own 28.6,2:54,6.21,29.3,1.62
216,Team Stats,326,5233,993.0,5.3,25,10,278,223.0,377,2219,19,15,5.1,109.0,558,3014,18,5.4,148.0,80.0,754.0,21.0,2022,chi,181.0,34.3,12.7,Own 29.9,2:46,5.64,28.7,1.85
217,Team Stats,360,5495,1097.0,5.0,25,10,322,321.0,513,3096,19,15,5.5,169.0,534,2399,16,4.5,137.0,99.0,853.0,16.0,2023,chi,184.0,38.0,13.0,Own 29.8,2:57,6.15,29.8,1.9
218,Team Stats,310,4820,1065.0,4.5,16,9,296,353.0,566,3086,20,7,4.9,172.0,431,1734,13,4.0,97.0,110.0,867.0,27.0,2024,chi,181.0,29.8,7.7,Own 29.8,2:50,6.02,26.6,1.62
219,Team Stats,215,3426,772.0,4.4,21,10,171,167.0,313,1619,8,11,4.6,73.0,421,1807,14,4.3,85.0,55.0,586.0,13.0,1968,cin,,,,,,,,
220,Team Stats,280,3868,728.0,5.3,38,23,172,163.0,308,2345,22,15,6.4,95.0,363,1523,10,4.2,66.0,50.0,556.0,11.0,1969,cin,,,,,,,,
221,Team Stats,312,3927,831.0,4.7,23,12,210,172.0,339,1870,12,11,5.1,97.0,461,2057,16,4.5,100.0,71.0,831.0,13.0,1970,cin,,,,,,,,
222,Team Stats,284,4266,867.0,4.9,23,12,236,214.0,365,2124,15,11,5.2,115.0,462,2142,14,4.6,109.0,82.0,921.0,12.0,1971,cin,,,,,,,,
223,Team Stats,299,4317,899.0,4.8,29,18,255,219.0,384,2321,10,11,5.7,122.0,491,1996,16,4.1,112.0,76.0,738.0,21.0,1972,cin,,,,,,,,
224,Team Stats,286,4512,871.0,5.2,26,14,252,180.0,332,2276,18,12,6.4,108.0,515,2236,13,4.3,124.0,83.0,799.0,20.0,1973,cin,,,,,,,,
225,Team Stats,283,4489,835.0,5.4,31,18,260,224.0,353,2511,18,13,6.4,131.0,445,1978,14,4.4,115.0,78.0,653.0,14.0,1974,cin,,,,,,,,
226,Team Stats,340,5060,966.0,5.2,34,20,295,255.0,433,3241,23,14,6.9,166.0,499,1819,20,3.6,107.0,88.0,783.0,22.0,1975,cin,,,,,,,,
227,Team Stats,335,4300,878.0,4.9,35,20,238,187.0,360,2191,21,15,5.5,110.0,481,2109,15,4.4,114.0,79.0,700.0,14.0,1976,cin,,,,,,,,
228,Team Stats,238,4194,904.0,4.6,32,16,248,192.0,385,2333,12,16,5.6,112.0,488,1861,10,3.8,110.0,89.0,859.0,26.0,1977,cin,,,,,,,,
229,Team Stats,252,4872,1034.0,4.7,49,19,271,250.0,470,2741,14,30,5.4,141.0,526,2131,10,4.1,105.0,110.0,956.0,25.0,1978,cin,,,,,,,,
230,Team Stats,337,4639,1049.0,4.4,29,14,289,228.0,426,2310,17,15,4.7,131.0,560,2329,23,4.2,138.0,88.0,744.0,20.0,1979,cin,,,,,,,,
231,Team Stats,244,4884,1060.0,4.6,33,8,283,281.0,510,2815,17,25,5.1,147.0,513,2069,9,4.0,111.0,118.0,949.0,25.0,1980,cin,,,,,,,,
232,Team Stats,421,5968,1078.0,5.5,24,12,361,332.0,550,3995,30,12,6.8,210.0,493,1973,19,4.0,124.0,109.0,896.0,27.0,1981,cin,,,,,,,,
233,Team Stats,232,3288,606.0,5.4,16,7,207,219.0,310,2339,12,9,6.9,123.0,269,949,13,3.5,63.0,56.0,475.0,21.0,1982,cin,,,,,,,,
234,Team Stats,346,5287,1036.0,5.1,33,15,327,290.0,454,3183,14,18,6.4,179.0,542,2104,24,3.9,127.0,99.0,837.0,21.0,1983,cin,,,,,,,,
235,Team Stats,339,5480,1081.0,5.1,39,17,339,306.0,496,3301,17,22,6.1,179.0,540,2179,18,4.0,135.0,85.0,693.0,25.0,1984,cin,,,,,,,,
236,Team Stats,441,5900,1062.0,5.6,29,16,344,302.0,518,3717,31,13,6.6,191.0,503,2183,20,4.3,125.0,110.0,795.0,28.0,1985,cin,,,,,,,,
237,Team Stats,409,6490,1046.0,6.2,36,16,348,287.0,497,3957,25,20,7.5,183.0,521,2533,24,4.9,134.0,111.0,847.0,31.0,1986,cin,,,,,,,,
238,Team Stats,285,5377,1045.0,5.1,32,12,319,255.0,475,3213,17,20,6.3,159.0,538,2164,13,4.0,130.0,99.0,791.0,30.0,1987,cin,,,,,,,,
239,Team Stats,448,6057,985.0,6.1,27,13,351,225.0,392,3347,28,14,7.9,165.0,563,2710,27,4.8,159.0,82.0,647.0,27.0,1988,cin,,,,,,,,
240,Team Stats,404,6101,1083.0,5.6,32,19,348,288.0,513,3618,32,13,6.5,183.0,529,2483,17,4.7,136.0,85.0,637.0,29.0,1989,cin,,,,,,,,
241,Team Stats,360,5063,943.0,5.4,35,12,277,237.0,425,2943,25,23,6.4,151.0,484,2120,16,4.4,107.0,83.0,627.0,19.0,1990,cin,,,,,,,,
242,Team Stats,263,4969,993.0,5.0,42,20,286,290.0,511,3158,14,22,5.8,162.0,449,1811,11,4.0,96.0,107.0,845.0,28.0,1991,cin,,,,,,,,
243,Team Stats,274,3919,934.0,4.2,27,10,248,227.0,435,1943,16,17,4.0,114.0,454,1976,11,4.4,112.0,98.0,755.0,22.0,1992,cin,,,,,,,,
244,Team Stats,187,4052,986.0,4.1,20,9,239,272.0,510,2541,11,11,4.5,133.0,423,1511,3,3.6,89.0,105.0,773.0,17.0,1993,cin,,,,,,,,
245,Team Stats,276,4792,990.0,4.8,41,22,267,289.0,542,3236,21,19,5.5,158.0,404,1556,5,3.9,84.0,90.0,618.0,25.0,1994,cin,,,,,,,,
246,Team Stats,349,5192,975.0,5.3,32,14,288,334.0,586,3753,29,18,6.1,184.0,364,1439,7,4.0,76.0,103.0,835.0,28.0,1995,cin,,,,,,,,
247,Team Stats,372,5225,1088.0,4.8,25,9,332,316.0,563,3432,25,16,5.6,190.0,478,1793,14,3.8,114.0,90.0,678.0,28.0,1996,cin,,,,,,,,
248,Team Stats,355,5282,1002.0,5.3,22,13,310,302.0,504,3316,21,9,6.0,171.0,452,1966,23,4.3,104.0,98.0,877.0,35.0,1997,cin,,,,,,,,
249,Team Stats,268,4824,979.0,4.9,22,10,271,307.0,521,3185,20,12,5.5,148.0,405,1639,7,4.0,92.0,69.0,620.0,31.0,1998,cin,,,,,,,,
250,Team Stats,283,5277,1039.0,5.1,32,14,293,300.0,548,3226,18,18,5.4,161.0,442,2051,11,4.6,111.0,126.0,1027.0,21.0,1999,cin,193.0,24.4,13.5,Own 29.6,2:29,5.52,27.1,1.33
251,Team Stats,185,4260,1001.0,4.3,35,21,254,207.0,454,1946,6,14,3.8,109.0,495,2314,13,4.7,119.0,99.0,878.0,26.0,2000,cin,189.0,16.4,15.3,Own 28.3,2:18,5.41,22.3,0.89
252,Team Stats,226,4800,1071.0,4.5,37,11,294,322.0,602,3088,12,26,4.9,176.0,441,1712,11,3.9,96.0,103.0,870.0,22.0,2001,cin,195.0,20.5,17.4,Own 29.4,2:26,5.64,24.5,1.09
253,Team Stats,279,5206,1054.0,4.9,35,13,315,350.0,591,3476,17,22,5.5,186.0,426,1730,13,4.1,105.0,99.0,884.0,24.0,2002,cin,183.0,24.6,16.9,Own 28.1,2:32,5.86,28.4,1.39
254,Team Stats,346,5329,1038.0,5.1,22,7,313,324.0,520,3342,26,15,6.0,181.0,481,1987,12,4.1,101.0,107.0,846.0,31.0,2003,cin,180.0,33.3,11.1,Own 29.0,2:45,5.91,29.6,1.84
255,Team Stats,374,5140,1004.0,5.1,32,10,286,324.0,536,3301,23,22,5.8,172.0,437,1839,14,4.2,93.0,103.0,810.0,21.0,2004,cin,202.0,31.7,15.8,Own 32.1,2:19,5.13,25.4,1.68
256,Team Stats,421,5730,1018.0,5.6,20,6,342,362.0,538,3820,32,14,6.8,203.0,459,1910,15,4.2,109.0,110.0,920.0,30.0,2005,cin,179.0,41.9,11.2,Own 34.3,2:45,5.87,32.0,2.31
257,Team Stats,373,5462,994.0,5.5,24,11,313,327.0,523,3833,28,13,6.9,200.0,435,1629,14,3.7,88.0,92.0,717.0,25.0,2006,cin,188.0,35.6,12.2,Own 31.0,2:26,5.45,29.0,1.96
258,Team Stats,380,5568,1008.0,5.5,30,10,320,373.0,575,4012,26,20,6.8,213.0,416,1556,10,3.7,81.0,90.0,670.0,26.0,2007,cin,177.0,37.9,15.3,Own 31.1,2:39,5.89,31.4,1.95
259,Team Stats,204,3926,984.0,4.0,26,11,245,303.0,513,2406,11,15,4.3,145.0,420,1520,6,3.6,80.0,75.0,591.0,20.0,2008,cin,186.0,21.0,13.4,Own 30.1,2:31,5.43,21.0,0.99
260,Team Stats,305,4946,1011.0,4.9,25,12,295,286.0,477,2890,21,13,5.7,159.0,505,2056,9,4.1,109.0,114.0,863.0,27.0,2009,cin,177.0,29.9,13.0,Own 29.7,2:56,5.87,27.8,1.58
261,Team Stats,322,5289,1046.0,5.1,34,14,317,365.0,590,3767,26,20,6.1,206.0,428,1522,8,3.6,85.0,90.0,725.0,26.0,2010,cin,190.0,30.5,16.3,Own 31.2,2:38,5.67,27.9,1.63
262,Team Stats,344,5118,1015.0,5.0,22,8,285,308.0,535,3340,21,14,6.0,160.0,455,1778,10,3.9,93.0,99.0,874.0,32.0,2011,cin,197.0,32.5,9.6,Own 30.1,2:28,5.35,26.0,1.6
263,Team Stats,391,5323,1016.0,5.2,26,10,292,335.0,540,3578,28,16,6.1,173.0,430,1745,11,4.1,95.0,99.0,857.0,24.0,2012,cin,195.0,35.4,12.8,Own 31.2,2:30,5.39,27.2,1.86
264,Team Stats,430,5891,1097.0,5.4,30,10,330,364.0,587,4136,33,20,6.7,205.0,481,1755,14,3.6,101.0,102.0,1000.0,24.0,2013,cin,201.0,32.3,14.9,Own 26.9,2:37,5.57,29.2,1.91
